SAP_HR_NUMBER;EMPLOYEE_GROUP;EMPLOYMENT_STATUS;AVAILABILITY_STATUS;AVAILABILITY_REASON;KAPIS_KEY;COMPANY_CODE;EMPLOYMENT_COMPANY;EMPLOYMENT_LOCATION;EMPLOYMENT_BUSINESS_UNIT;EMPLOYMENT_DIVISION;DEPARTMENT;DEPARTMENT_NAME;WORKING_COMPANY;WORKING_LOCATION;WORKING_DIVISION;WORKING_BUSINESS_UNIT;SHARED_SERVICE;SHARED_SERVICE_FUNCTION;POSITION;MANAGER;HRBP;COST_CENTER;START_DATE;END_DATE;EADS_CONTRACT_STATUS;PRIMARY_PIR;PREFERRED_LANGUAGE;COMPANY_CAR_CODE;COMPANY_COUNTRY;PERSONAL_SUBAREA;PERSONAL_SUBAREA_LABEL;PERSONAL_AREA;PERSONAL_AREA_LABEL;ORGANIZATIONAL_UNIT;WORKINGCOUNTRY;TEMPORARY_AGENCY;CORPID_ITERATION_NUMBER;WORKFORCEID;CLOCKNUMBER;BAND;JOB_TITLE;CORPORATE_ID;LAST_NAME;ICAO_LAST_NAME;BIRTH_NAME;FIRST_NAME;ICAO_FIRST_NAME;PRIMARY_LAST_NAME;SECOND_LAST_NAME;PREFIX;TITLE;PLACE_OF_BIRTH;DATE_OF_BIRTH;GENDER;NATIONALITY;ADDITIONAL_NATIONALITIES;INITIALS;GENDER_TITLE;PREFERRED_NAME;KPI_EADS_ID;KPI_EPS_CREATION;KPI_HRBP_SENT;EMPLOYMENT_SUB_BU;WORKING_SUB_BU;EEDB_SIGLUM;PRESUMED_LEAVE;Root Function
4090767;A;Active;NOAU;;1455;AI;;Madrid;AD;AD;TZ1;Transfer OUT ADS _ 9001;1155;Bremen;AI;AI;0;;10426355;;0;61103410;20.07.2009;;1;0;ES;;ES;780;AD Expatriados;ME08;Airbus DS Expatriados;12000899;DE;;1;4090767;;ZRO;Generic Position Transfer OUT ADS _ 9001;3304263;DEUXdouze;DEUXdouze;;Sacha;Sacha;DEUXdouze;;;;CADIZ;04.05.1980;1;ES;;;Mr;;05.08.2009;21.07.2009;0;MT;HQ;;;9999999
42125948;1;Active;AVAI;;2854;1161;;Toulouse;AD;AD;TESUN-TL5;TL5 Advanced Studies;9990;Toulouse;ZZ;ZZ;0;;10434172;42342153;42342498;2095;01.04.2010;;1;1;FR;;FR;S101;Toulouse;SFA1;Airbus Defence Space Toulouse;12007628;;;1;25948;;ZRO;Design Analysis & IV&V;75941;DEUXdix;DEUXdix;;Sacha;Sacha;DEUXdix FAVOURITE;;;;REIMS;26.08.1944;1;FR;;;Mr;;08.04.2010;07.04.2010;0;AS;;;;10
40806801;1;Active;AVAI;;1466;E010;;Marignane;EC;EC;ESETF;TECH REPS FRANCE;9990;Wien;ZZ;ZZ;0;CEO;27412478;27412478;27412478;X0V72;01.10.2018;;1;1;FR;;FR;E001;Marignane;EFE1;Airbus Helicopters Marignane;10034985;;;1;806801;;ZRO;Field Representative;327813;DEUXtreize;DEUXtreize;;Sacha;Sacha;DEUXtreize FAVOURITE;;;;BELLERIVE SUR ALLIER;29.10.1966;1;FR;;;Mr;;15.04.2010;09.04.2010;0;;;;;13
45522341;B;Active;AVAI;;3510;2922;;Toulouse;AI;AI;HBCB;Group schemes&benefits;2922;Toulouse;EC;EC;0;Human Resour;10419244;122680;122262;CA00010329;02.10.2010;10.10.2016;1;1;DE;;FR;X003;Toulouse;XFH6;Airbus SAS Tlse Siège;71005468;FR;;3;45522341;;MNR;Group schemes & benefits;328123;DEUXquatorze;DEUXquatorze;OneBirth;Angelina;ANGELINA;DEUXquatorze;;;;ULM;12.04.1983;2;DE;;;Mrs;;12.12.2014;11.12.2014;0;;;;;3
8010675;A;Active;NOAU;;3631;AIRB;;Filton;AI;AI;XTUDB;Programmes Transf with DC Home;5405;Hamburg;AI;AI;0;;10109465;;0;X93;23.09.1996;;1;1;ES;;GB;601;AG Filton;AG01;FILTON;10013855;DE;;2;;A9265;ZRO;Transfer Out;102023;COTE;ICAOCOTE;NAME BIRTH;Anthony;ANTHONY;COTE;;;;Winterbourne;19.01.1963;1;GB;;A;Mr;Tony;27.03.2006;27.02.2004;0;;;;;9999999
8010676;1;Active;AVAI;;2781;JVLA;;Méaulte;AI;AI;1IML212;SA - T12 SE - EQ2;2781;Méaulte;AI;AI;0;;80115412;72730;214469;M1305;01.09.2018;;1;1;ES;;FR;Y00M;Meaulte;YFAM;STELIA Méaulte;71001758;;;1;701;;ZRO;HO SA - T12 SE - EQ2;102024;ROTIDEPORC;ROTI;ROTI;ALAIN;ICAOALAIN;ROTI;;;Mademoiselle;CAMBRAI;14.10.1966;1;FR;;;Mr;;14.11.2005;24.11.2003;0;SG;SG;;;12
8010677;1;Active;AVAI;;2781;JVLA;;Méaulte;AI;AI;1IML212;SA - T12 SE - EQ2;2781;Méaulte;AI;AI;0;;80115412;72730;214469;M1305;01.01.2000;19.09.2018;1;1;FR;;FR;Y00M;Meaulte;YFAM;STELIA Méaulte;71001758;;;1;701;;ZRO;HO SA - T12 SE - EQ2;102025;PATE;PATE;PATE;ALINE;ALINE;PATE;SECONDPATE;;;CAMBRAI;14.10.1966;1;FR;;;Mr;;14.11.2005;24.11.2003;0;SG;SG;;;12
1042136;A;Active;NOAU;;1137;54;;Hamburg;AD;AI;XTDM;Transf with DC Home from A-D to AMSL;4107;Madrid;AD;AD;0;;12020171;;0;940910;01.11.2011;;1;0;DE;;SA;106;AD Sevilla - ES;AD10;AD HAMBURG;10014251;ES;;1;1042136;;ZRO;Position;347974;DEUXquinze;DEUXquinze;;Soleil;Soleil;DEUXquinze;;;;Sevilla;16.08.1986;2;ES;;;Mrs;;10.11.2011;02.05.2011;0;;MT;;;9999999
1042137;A;Active;NOAU;;4366;54;;Hamburg;AD;AI;XTDM;Transf with DC Home from A-D to AMSL;4107;Madrid;AD;AD;0;;12020171;;0;940910;01.11.2011;;1;0;DE;;US;106;AD Sevilla - ES;AD10;AD HAMBURG;10014251;ES;;1;1042136;;ZRO;Position;347974;DEUXquinze;DEUXquinze;;Soleil;Soleil;DEUXquinze;;;;Sevilla;16.08.1986;2;ES;;;Mrs;;10.11.2011;02.05.2011;0;;MT;;;9999999
1042138;A;Active;NOAU;;AC04;54;;Hamburg;AI;AI;XTDM;Transf with DC Home from A-D to AMSL;4107;Madrid;AD;AD;0;;12020171;;0;940910;01.11.2011;;1;0;DE;;CH;106;AD Sevilla - ES;AD10;AD HAMBURG;10014251;ES;;1;1042136;;ZRO;Position;347974;DEUXquinze;DEUXquinze;;Soleil;Soleil;DEUXquinze;;;;Sevilla;16.08.1986;2;ES;;;Mrs;;10.11.2011;02.05.2011;0;;MT;;;9999999
99099099;1;Active;AVAI;;1443;1443;;Marignane;EC;EC;HELICO;TECH HELICO FRANCE;1443;Marignane;EC;EC;0;;80115412;72730;214469;MM99;01.01.2000;15.10.2018;1;1;IT;;MX;Y00M;Marignane;ZIOID;AH Mexico Queretaro;71001758;;;1;9090934;;EXC;Bundle Manager;9999923;Geranium;GERANIUM;GERA;Bleu;BLEU;GERANIUM;;;;TOULOUSE;20.06.1977;2;IT;;;Mrs;GERA;14.11.2005;24.11.2003;0;SG;SG;;;12
99099098;1;Active;AVAI;;3510;AI;;Blagnac;AI;AI;BLAGN;TECH BLA FRANCE;1443;Marignane;EC;EC;0;;80115412;72730;214469;MM98;01.01.2000;10.10.2018;1;1;IT;;FR;Y00M;Blagnac EADS;ZIOI;Airbus SAS;71001758;;;1;9090935;;EXC;Bundle Manager;9999924;PETUNIA;PETUNIA;PET;Jaune;JAUNE;PETUNIA;;;;TOULOUSE;20.06.1978;2;IT;;;Mrs;;14.11.2005;24.11.2003;0;SG;SG;;;12
99099097;1;Active;AVAI;;1161;1161;;Toulouse;AD;AD;BLAGN;TECH BLA FRANCE;1443;Marignane;EC;EC;0;;80115412;72730;214469;MM97;01.01.2000;10.10.2018;1;1;IT;;DE;Y00M;Blagnac EADS;ZIOI;Premium AEROTEC GmbH;71001758;;;1;9090936;;EXC;Bundle Manager;9999925;RODRODIDON;RODRODIDON;ROD;Vert;VERT;RODRODINDON;;;;TOULOUSE;20.06.1979;2;IT;;;Mrs;;14.11.2005;24.11.2003;0;SG;SG;;;12
99099096;1;Active;AVAI;;1443;1443;;Marignane;EC;EC;HELICO;TECH HELICO FRANCE;1161;TOULOUSE;AI;AI;0;;80115412;72730;214469;MM96;01.01.2000;30.12.2018;1;1;IT;;MX;Y00M;Blagnac EADS;ZIOI;Premium AEROTEC GmbH;71001757;;;1;9090937;;EXC;Bundle Manager;9999926;ANEMONE;ANEMONE;ANE;Blanc;BLANC;ANEMONE;;;;TOULOUSE;20.06.1980;2;IT;;;Mrs;;14.11.2005;24.11.2003;0;SG;SG;;;12
1042140;A;Active;NOAU;;1137;1137;;Hamburg;AD;AI;XTDM;Transf with DC Home from A-D to AMSL;4107;Madrid;AD;AD;0;;12020171;;0;940910;01.11.2011;;1;0;DE;;SA;106;AD Sevilla - ES;AD10;AD HAMBURG;10014251;ES;;1;1042136;;ZRO;Position;347974;DEUXquinze;DEUXquinze;;Soleil;Soleil;DEUXquinze;;;;Sevilla;16.08.1986;2;ES;;;Mrs;;10.11.2011;02.05.2011;0;;MT;;;9999999
1042141;A;Active;NOAU;;4366;4366;;Hamburg;AD;AI;XTDM;Transf with DC Home from A-D to AMSL;4107;Madrid;AD;AD;0;;12020171;;0;940910;01.11.2011;;1;0;DE;;US;106;AD Sevilla - ES;AD10;AD HAMBURG;10014251;ES;;1;1042136;;ZRO;Position;347974;DEUXquinze;DEUXquinze;;Soleil;Soleil;DEUXquinze;;;;Sevilla;16.08.1986;2;ES;;;Mrs;;10.11.2011;02.05.2011;0;;MT;;;9999999
1042142;A;Active;NOAU;;AC04;AC04;;Hamburg;AI;AI;XTDM;Transf with DC Home from A-D to AMSL;4107;Madrid;AD;AD;0;;12020171;;0;940910;01.11.2011;;1;0;DE;;CH;106;AD Sevilla - ES;AD10;AD HAMBURG;10014251;ES;;1;1042136;;ZRO;Position;347974;DEUXquinze;DEUXquinze;;Soleil;Soleil;DEUXquinze;;;;Sevilla;16.08.1986;2;ES;;;Mrs;;10.11.2011;02.05.2011;0;;MT;;;9999999
45522755;1;Withdrawn;NOAC;;3510;2922;;Vitrolles;AI;AI;#;;1466;Vitrolles;EC;EC;0;;99999999;;95277;97762840;14.09.2015;02.10.2018;1;0;FR;;FR;X005;EUROSUD;XFH6;Airbus SAS Tlse SiŠge;0;FR;;1;45522755;;ZRO;;441272;DEUXseize;DEUXseize;DEUXseize;CAMILLA;CAMILLA;DEUXseize;;;;AIX EN PROVENCE;04.04.1992;2;FR;;;Mrs;;01.09.2015;31.08.2015;0;;;;;
45522757;1;Withdrawn;NOAC;;3510;2922;;Vitrolles;AI;AI;ZIOI;Pay & Time Airbus Helicopters;1466;Vitrolles;EC;EC;1;EPS France;0;;45522544;97732810;04.10.2018;01.03.2019;1;1;FR;;FR;X005;EUROSUD;XFH6;Airbus SAS Tlse SiŠge;10042391;FR;;1;;;ZRO;;441390;DEUXdixsept;DEUXdixsept;DEUXdixsept;HENDA;HENDA;DEUXdixsept;;;;M SAKEN;28.07.1979;2;TN;;;Mrs;;09.09.2015;03.09.2015;0;;;;;
45519147;1;Active;AVAI;;3510;2922;;Toulouse;AI;AI;FEX113;GL/Closing ADS SAS (Sat & Services);2854;Toulouse;AD;AD;1;FAS;10259272;45520839;45523009;CA10000130;01.01.2009;04.10.2018;1;1;FR;;FR;X003;Toulouse;XFH6;Airbus SAS Tlse SiŠge;10028341;FR;;2;;;ZRO;GL/Closing ADS SAS (Sat & Services);178695;DEUXdixhuit;DEUXdixhuit;DEUXBNone;PATRICIA;PATRICIA;DEUXdixhuit;;;;SAINT EPAIN;10.07.1956;2;FR;;;Mrs;;09.02.2009;23.12.2008;0;;AS;;;2
99099095;1;Active;AVAI;;4231;4231;;Columbus;EC;EC;HELICO US;HELICO COLUMBUS;4231;COLUMBUS;EC;EC;0;;80115412;72730;214469;VGU10;01.01.2000;30.10.2018;1;1;IT;;US;Y00M;AIRBUS HELICO US;ZIOID;ISLE JOURDAIN;71001757;;;1;9090937;;EXC;Bundle Manager;9999927;PRIMEVAIRE;PRIMEVAIRE;PRIME;VGU-Blanc;VGU-BLANC;PRIMEVAIRE;;;;TOULOUSE;20.06.1981;2;IT;;;Mrs;;14.11.2005;24.11.2003;0;SG;SG;;;12
99099094;1;Active;AVAI;;4231;4231;;Columbus;EC;EC;HELICO US;HELICO COLUMBUS;1161;TOULOUSE;AI;AI;0;;80115412;72730;214469;VGU11;01.01.2000;08.10.2018;1;1;IT;;US;Y00M;AIRBUS HELICO US;ZIOIA;ISLE JOURDAIN;71001757;;;1;9090938;;EXC;Bundle Manager 2;9999928;ROSE;ROSE;ROSE;VGU-Rose;VGU-BLANC;ROSE;;;;TOULOUSE;20.06.1982;2;IT;;;Mrs;;14.11.2005;24.11.2003;0;SG;SG;;;12
99099093;1;Active;AVAI;;3510;2922;;Toulouse;AI;AI;HBCB;Group schemes&benefits;4231;COLUMBUS;EC;EC;0;;80115412;72730;214469;VGU10;01.01.2000;1.10.2018;1;1;IT;;FR;Y00M;AIRBUS HELICO US;ZIOIC;ISLE JOURDAIN;71001757;;;1;9090937;;EXC;Bundle Manager 3;9999929;HORTENSIA;HORTENSIA;HORTEN;VGU-Violet;VGU-VIOLET;HORTENSIA;;;;PARIS;20.06.1983;2;IT;;;Mrs;;14.11.2005;24.11.2003;0;SG;SG;;;12
99099092;1;Active;AVAI;;4289;10;;Friedrichshafen;AD;AD;TECSD1;Deployable Solutions Engineering;4231;COLUMBUS;EC;EC;0;;80115412;72730;214469;VGU10;01.01.2000;30.10.2018;1;1;IT;;DE;Y00M;AIRBUS HELICO US;ZIOI1;ISLE JOURDAIN;71001757;;;1;9090938;;EXC;Bundle Manager 4;9999930;BEGONIA;BEGONIA;BEG;VGU-JAUNE;VGU-JAUNE;BEGONIA;;;;LILLE;20.06.1984;2;IT;;;Miss;;14.11.2005;24.11.2003;0;SG;SG;;;12
99099092;1;Active;AVAI;;4231;4231;;Columbus;EC;EC;HELICO US;HELICO COLUMBUS;4289;Friedrichshafen;AD;AD;0;;80115412;72730;214469;VGU10;01.01.2000;4.10.2018;1;1;IT;;US;Y00M;AIRBUS HELICO US;ZIOI2;ISLE JOURDAIN;71001757;;;1;9090939;;EXC;Bundle Manager 5;9999931;DEUXtrentesept;PIVOINE ARBRE;PIVE;VGU-Cyan;VGU-CYAN;PIVOINE;;;;LYON;20.06.1985;2;IT;;;Mr;;14.11.2005;24.11.2003;0;SG;SG;;;12
99099091;1;Active;AVAI;;4231;4231;;Columbus;EC;EC;HELICO US;HELICO COLUMBUS;4231;COLUMBUS;EC;EC;0;Share;80115412;9999927;214469;VGU10;01.01.2000;30.10.2018;1;1;IT;CAR_1123;US;Y00M;AIRBUS HELICO US;ZIOID;ISLE JOURDAIN;71001757;US;Temp;1;9090937;clock;EXC;Bundle Manager 10;9999932;PRIMEVAIRE Second;PRIMEVAIRE SECOND;PRIME;VGU-Blanc;VGU-BLANC;PRIMEVAIRE;SECOND;PREF;titile;TOULOUSE;20.06.1981;2;IT;SP;PS;Mrs;FLEUR;14.11.2005;24.11.2003;0;SG;SG;SGLI;22.10.2018;12
99099090;1;Active;AVAI;;4231;4231;;Columbus;EC;EC;HELICO US;HELICO COLUMBUS;1161;Toulouse;AI;AI;0;Share;80115412;9999927;214469;VGU10;01.01.2000;30.10.2018;1;1;IT;CAR_1123;US;Y00M;AIRBUS HELICO US;ZIOID;ISLE JOURDAIN;71001757;US;Temp;1;9090937;clock;EXC;Bundle Manager 10;9999933;PRIMEVAIREtrois;PRIMEVAIREtrois;PRIME;VGU-Blanc;VGU-BLANC;PRIMEVAIREtrois;SECOND;PREF;titile;TOULOUSE;20.06.1981;2;IT;SP;PS;Mrs;FLEUR;14.11.2005;24.11.2003;0;SG;SG;SGLI;22.10.2018;12
99099080;1;Active;AVAI;;4231;4231;;Columbus;EC;EC;VGU;VGU NUM;1161;Toulouse;AI;AI;0;Share;80115412;99099095;214469;VGU10;01.01.2000;30.10.2018;1;1;IT;CAR_1123;US;Y00M;AIRBUS HELICO US;ZIOID;ISLE JOURDAIN;71001757;US;Temp;1;9090937;clock;EXC;Bundle Manager 10;9999934;PRIMEVAIREquatre;PRIMEVAIREquatre;PRIME;VGU-Vert;VGU-VERT;PRIMEVAIREquatre;SECOND;PREF;titile;TOULOUSE;20.06.1981;2;IT;SP;PS;Mrs;FLEUR;14.11.2005;24.11.2003;0;SG;SG;SGLI;22.10.2018;12
1002575;C;Active;AVAI;;BA02;BA02;;Bremen;AI;AI;TOMBF2;System Installation IFA Sevilla;BA02;Sevilla;AI;AI;0;;10214593;1002402;1630107;670498;01.09.2004;;1;1;DE;;FR;145;Sevilla;AD66;Airbus Defence and Space GmbH;12003489;DE;;1;1002574;;ZRO;Electrician Installation;215315;DEUXvingtun;DEUXvingtun;DEUXvingtun;Alexander;ALEXANDER;DEUXvingtun;;;;Bremen;09.10.1982;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
1002576;C;Active;AVAI;;2892;2892;;Bremen;AI;AI;TOMBF2;System Installation IFA Sevilla;2892;Sevilla;AI;AI;0;;10214593;1002402;1630107;670498;01.09.2004;;1;1;DE;;US;145;Sevilla;AD66;Airbus Defence and Space GmbH;12003489;DE;;1;1002574;;ZRO;Electrician Installation;215316;DEUXvingtdeux;DEUXvingtdeux;DEUXvingtdeux;Alexander;ALEXANDER;DEUXvingtdeux;;;;Bremen;09.10.1982;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
1002577;C;Active;AVAI;;1304;1304;;Bremen;AI;AI;TOMBF2;System Installation IFA Sevilla;1304;Sevilla;AI;AI;0;;10214593;1002402;1630107;670498;01.09.2004;;1;1;DE;;IN;145;Sevilla;AD66;Airbus Defence and Space GmbH;12003489;DE;;1;1002574;;ZRO;Electrician Installation;215317;DEUXvingttrois;DEUXvingttrois;DEUXvingttrois;Alexander;ALEXANDER;DEUXvingttrois;;;;Bremen;09.10.1982;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
1002578;C;Active;AVAI;;2886;2886;;Toulouse;AI;AI;TOMBF2;System Installation IFA Sevilla;2886;Sevilla;AI;AI;0;;10214593;30011;1630107;670498;01.09.2004;13.11.2018;1;1;DE;;SG;145;Sevilla;AD66;Airbus Defence and Space GmbH;12003489;DE;;1;1002574;;ZRO;Electrician Installation;215318;DEUXvingtquatre;DEUXvingtquatre;DEUXvingtquatre;Alexander;ALEXANDER;DEUXvingtquatre;;;;Bremen;09.10.1982;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
1002579;C;Active;AVAI;;ATR;ATR;;Bremen;AI;AI;TOMBF2;System Installation IFA Sevilla;ATR;Sevilla;AI;AI;0;;10214593;1002402;1630107;670498;01.09.2004;;1;1;DE;;FR;145;Sevilla;AD66;Airbus Defence and Space GmbH;12003489;DE;;1;1002574;;ZRO;Electrician Installation;215319;DEUXvingtcinq;DEUXvingtcinq;DEUXvingtcinq;Alexander;ALEXANDER;DEUXvingtcinq;;;;Bremen;09.10.1982;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
1002611;1;Active;AVAI;;1360;1360;;Bremen;AI;AI;TOMBI1-TL1;Station 100/REC;1360;Other Site;AI;AI;0;;10300235;1546151;1630107;670147;01.07.2004;09.10.2018;1;1;DE;;CA;140;Bremen;AD66;Airbus Defence and Space GmbH;12007346;DE;;1;1002615;;ZRO;TL Station 100/REC;2154511;DEUXtrenteun;DEUXtrenteun;;Erik;ERIK;DEUXtrenteun;;;;Bremen;18.04.1966;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
1002612;1;Active;AVAI;;2785;2785;;Bremen;AI;AI;TOMBI1-TL1;Station 100/REC;2785;Other Site;AI;AI;0;;10300235;1546151;1630107;670147;01.07.2004;10.10.2018;1;1;DE;;FR;140;Bremen;AD66;Airbus Defence and Space GmbH;12007346;DE;;1;1002615;;ZRO;TL Station 100/REC;2154512;DEUXtrentedeux;DEUXtrentedeux;;Erik;ERIK;DEUXtrentedeux;;;;Bremen;18.04.1967;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
1002613;1;Active;AVAI;;JVLA;JVLA;;Bremen;AI;AI;TOMBI1-TL1;Station 100/REC;JVLA;Other Site;AI;AI;0;;10300235;1546151;1630107;670147;01.07.2004;11.10.2018;1;1;DE;;FR;140;Bremen;AD66;Airbus Defence and Space GmbH;12007346;DE;;1;1002615;;ZRO;TL Station 100/REC;2154513;DEUXtrentetrois;DEUXtrentetrois;;Erik;ERIK;DEUXtrentetrois;;;;Bremen;18.04.1968;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
1002614;1;Active;AVAI;;PM01;PM01;;Bremen;AI;AI;TOMBI1-TL1;Station 100/REC;PM01;Other Site;AI;AI;0;;10300235;1546151;1630107;670147;01.07.2004;12.10.2018;1;1;DE;;FR;140;Bremen;AD66;Airbus Defence and Space GmbH;12007346;DE;;1;1002615;;ZRO;TL Station 100/REC;2154514;DEUXtrentequatre;DEUXtrentequatre;;Erik;ERIK;DEUXtrentequatre;;;;Bremen;18.04.1969;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
1002615;1;Active;AVAI;;2786;2786;;Bremen;AI;AI;TOMBI1-TL1;Station 100/REC;2786;Other Site;AI;AI;0;;10300235;1546151;1630107;670147;01.07.2004;13.10.2018;1;1;DE;;MA;140;Bremen;AD66;Airbus Defence and Space GmbH;12007346;DE;;1;1002615;;ZRO;TL Station 100/REC;2154515;DEUXtrentecinq;DEUXtrentecinq;;Erik;ERIK;DEUXtrentecinq;;;;Bremen;18.04.1970;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
1002616;1;Active;AVAI;;3370;3370;;Bremen;AI;AI;TOMBI1-TL1;Station 100/REC;3370;Other Site;AI;AI;0;;10300235;1546151;1630107;670147;01.07.2004;14.10.2018;1;1;DE;;CA;140;Bremen;AD66;Airbus Defence and Space GmbH;12007346;DE;;1;1002615;;ZRO;TL Station 100/REC;2154516;DEUXtrentesix;DEUXtrentesix;;Erik;ERIK;DEUXtrentesix;;;;Bremen;18.04.1971;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
1002617;1;Active;AVAI;;1177;1177;;Bremen;AI;AI;TOMBI1-TL1;Station 100/REC;1177;Other Site;AI;AI;0;;10300235;1546151;1630107;670147;01.07.2004;15.10.2018;1;1;DE;;FR;140;Bremen;AD66;Airbus Defence and Space GmbH;12007346;DE;;1;1002615;;ZRO;TL Station 100/REC;2154517;DEUXtrentesept;DEUXtrentesept;;Erik;ERIK;DEUXtrentesept;;;;Bremen;18.04.1972;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
40800562;D;Active;NOAP;;1466;1250;;Marignane;AI;AI;Testdep01;Testdep01;1250;Ottobrunn;AI;AI;0;CEO;10342621;40817734;40862523;X0Y84;01.09.2011;08.10.2018;1;1;FR;;RO;E001;Marignane;EFE1;Airbus Helicopters Marignane;71302495;DE;;1;800560;;MNR;Thermal analysis;264452;DEUXquarantdeux;DEUXquarantdeux;DEUXquarantdeux;ROMAIN;ROMAIN;DEUXquarantdeux;;;;LYON;23.07.1985;1;FR;;;Mr;;26.04.2007;27.03.2007;0;;AS;;;10
40800561;D;Active;NOAP;;1466;1161;;Marignane;AI;AI;Testdep02;Testdep02;1161;Ottobrunn;AI;AI;0;CEO;10342621;40817734;40862523;X0Y84;01.09.2011;15.10.2018;1;0;FR;;DE;E001;Marignane;EFE1;Airbus Helicopters Marignane;71302495;DE;;1;800560;;MNR;Thermal analysis;264452;DEUXquaranteun;DEUXquaranteun;DEUXquaranteun;ROMAIN;ROMAIN;DEUXquaranteun;;;;LYON;23.07.1984;1;FR;;;Mr;;26.04.2007;27.03.2007;0;;AS;;;10
99559955;1;Active;AVAI;;2779;BA02;;Blagnac;AI;AI;RECDC;Cabin Drawings;2780;Blagnac;AI;AI;0;;80139092;16465;202626;515-10;01.10.2004;;1;1;IT;;FR;X301;Blagnac EADS;XFA1;Etablis. de détach. : GIE ATR;12002882;FR;;3;68033;;ZRO;Head of Cabin Drawings;144398;COQAUVIN;COQ;COQ;Steve;STEVE;COQ;;Le;;MONCUQ;14.03.1971;1;FR;;;Mr;;10.03.2009;22.12.2008;0;AT;AT;;;12
99559956;1;Active;AVAI;;2779;BA02;;Blagnac;AI;AI;RECDC;Cabin Drawings;2780;Blagnac;AI;AI;0;;80139092;16465;202626;515-10;01.10.2004;;1;1;FR;;FR;X301;Blagnac EADS;XFA1;Etablis. de détach. : GIE ATR;12002882;FR;;3;68033;;ZRO;Head of Cabin Drawings;144399;MANCHONDEPOULET;MANCHON;MANCHON;Steve;STEVE;MANCHON;;Miss;;MONTAUBAN;14.03.1971;1;FR;;;Mr;;10.03.2009;22.12.2008;0;AT;AT;;;12
40800563;D;Active;NOAP;;1467;1161;;Marignane;AI;AI;Testdep03bis;Testdep03bis;1161;Ottobrunn;AI;AI;0;CEO;10342621;40817734;40862523;X0Y84;01.09.2011;15.10.2018;1;0;FR;;DE;E001;Marignane;EFE1;Airbus Helicopters Marignane;71302495;DE;;1;800560;;MNR;Thermal analysis;264453;DEUXquarantetrois;DEUXquarantetrois;DEUXquarantetrois;ROMAIN;ROMAIN;DEUXquarantetrois;;;;LYON;23.07.1984;1;FR;;;Mr;;26.04.2007;27.03.2007;0;;AS;;;10
40800564;D;Active;NOAP;;1468;1161;;Marignane;AI;AI;Testdep04bis;Testdep04bis;1161;Ottobrunn;AI;AI;0;CEO;10342621;40817734;40862523;X0Y84;01.09.2011;15.10.2018;1;0;FR;;DE;E001;Marignane;EFE1;Airbus Helicopters Marignane;71302495;DE;;1;800560;;MNR;Thermal analysis;264454;DEUXquarantequatre;DEUXquarantequatre;DEUXquarantequatre;ROMAIN;ROMAIN;DEUXquarantequatre;;;;LYON;23.07.1984;1;FR;;;Mr;;26.04.2007;27.03.2007;0;;AS;;;10
99559957;1;Active;AVAI;;2779;BA02;;Blagnac;AI;AI;RECDC;Cabin Drawings;2780;Blagnac;AI;AI;0;;80139092;16465;202626;515-10;01.10.2004;;1;1;DE;;FR;X301;Blagnac EADS;XFA1;Etablis. de détach. : GIE ATR;12002882;FR;;3;68033;;ZRO;Head of Cabin Drawings;144400;ESCALOPEDEDINE;ESCALOPE;ESCALOPE;Stevie;STEVIE;ESCALOPE;Second Name;;;MONTAUBAN;14.03.1971;1;FR;;;Mr;;10.03.2009;22.12.2008;0;AT;AT;;;12
99099081;1;Active;AVAI;;2855;ASTR;;Bremen;AD;AD;VGUZIO;VGU TESTS;2855;Bremen;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;30.10.2018;1;1;FR;;GB;VGUX301;Blagnac ASTRIUM;XFA1;Etablis. de détach. : GIE ASTRIUM;12002882;GB;;3;68033;;ZRO;Bundle Manager Test 5;9999935;TIRAMISU;TIRAMISU;TIRAMISU;VGU-Rhum;;;;;;TOULOUSE;14.03.1977;1;DE;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
